CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE
CHEMBL1288032	714424	CHEMBL1288032	714424		21	316.27	2.37	98.72	0	Nc1nc(Nc2cccnc2)nn1C(=O)c3c(F)cccc3F	3605059	IC50	=	5000	nM	5.3				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	686111	CHEMBL1292867	B	Inhibition of human recombinant JAK3 by TR-FRET assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein	Pkinase_Tyr	medium	54135	CHEMBL1287810	21106455	Bioorg. Med. Chem. Lett.	2010	20	24	7454
CHEMBL1630795	1052982	CHEMBL1630795	1052982		18d	355.43	1.7	82.19	0	CC1CCN(CC1N(C)c2ncnc3[nH]ccc23)C(=O)C4CCC(=O)C4	5109136	IC50	=	29	nM	7.54				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	695928	CHEMBL1641115	B	Inhibition of GST-tagged human JAK3 catalytic domain expressed in Sf9 cells by ELISA	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein	Pkinase_Tyr	medium	54253	CHEMBL1629452	21105711	J. Med. Chem.	2010	53	24	8468
CHEMBL1630777	1052964	CHEMBL1630777	1052964		6f	314.47	5.29	44.81	1	CC(C)CCC1CCC(C)CC1N(C)c2ncnc3[nH]ccc23	5109241	IC50	=	2000	nM	5.7				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	695928	CHEMBL1641115	B	Inhibition of GST-tagged human JAK3 catalytic domain expressed in Sf9 cells by ELISA	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein	Pkinase_Tyr	medium	54253	CHEMBL1629452	21105711	J. Med. Chem.	2010	53	24	8468
CHEMBL234086	394825	CHEMBL234086	394825		9	367.4	3.5	59.19	0	OC1Cn2c3ccccc3c4c5CNC(=O)c5c6c7ccccc7n(C1)c6c24	1956274	IC50	=	142	nM	6.85				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	440843	CHEMBL889938	B	Inhibition of JAK3 expressed in Sf21 cells	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000219	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein	Pkinase_Tyr	medium	36214	CHEMBL1146279	17088059	Bioorg. Med. Chem. Lett.	2007	17	2	326
CHEMBL215952	358573	CHEMBL215952	358573		45	235.28	3.17	51.8	0	Cc1ccccc1c2ccc3nc(N)ncc3c2	1765233	IC50	=	9819	nM	5.01				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	396626	CHEMBL853499	B	Inhibition of Jak3 by HTRF kinase assay	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein	Pkinase_Tyr	medium	31708	CHEMBL1149344	16970394	J. Med. Chem.	2006	49	19	5671
CHEMBL234936	394836	CHEMBL234936	394836		22a	411.45	2.92	79.42	0	OCC1Cn2c3ccc(CO)cc3c4c5CNC(=O)c5c6c7ccccc7n(C1)c6c24	1956292	IC50	=	3	nM	8.52				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	440843	CHEMBL889938	B	Inhibition of JAK3 expressed in Sf21 cells	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000219	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein	Pkinase_Tyr	medium	36214	CHEMBL1146279	17088059	Bioorg. Med. Chem. Lett.	2007	17	2	326
CHEMBL385937	358618	CHEMBL385937	358618		1	422.4	4.89	80.9	0	Cc1ccc(cc1c2ccc3nc(N)ncc3c2)C(=O)Nc4cccc(c4)C(F)(F)F	1765232	IC50	=	20	nM	7.7				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	396626	CHEMBL853499	B	Inhibition of Jak3 by HTRF kinase assay	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein	Pkinase_Tyr	medium	31708	CHEMBL1149344	16970394	J. Med. Chem.	2006	49	19	5671
CHEMBL1085511	633172	CHEMBL1085511	633172		4c	499.61	4.01	101.02	0	CC(C)COC(=O)Nc1ccc(cc1)c2cnc3c(cnn3c2N)c4ccc(cc4)N5CCN(C)CC5	3315899	IC50	>	10000	nM					BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	635445	CHEMBL1120245	B	Inhibition of JAK3	1	Scientific Literature				Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51393	CHEMBL1158604	20483608	Bioorg. Med. Chem. Lett.	2010	20	12	3628
CHEMBL1078277	617205	CHEMBL1078277	617205		15	439.53	2.74	104.83	0	CS(=O)(=O)Nc1ccc(cc1)c2ccnc(Nc3cccc(CN4CCOCC4)c3)n2	3227757	IC50	=	930	nM	6.03				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	619479	CHEMBL1107755	B	Inhibition of GST-tagged JAK3 kinase	1	Scientific Literature				Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			50137	CHEMBL1154287	19762238	Bioorg. Med. Chem. Lett.	2009	19	20	5887
CHEMBL221959	367860	CHEMBL221959	367860	TOFACITINIB	CP-690550	312.37	1.51	88.91	0	C[C@@H]1CCN(C[C@@H]1N(C)c2ncnc3[nH]ccc23)C(=O)CC#N	3227786	IC50	=	5	nM	8.3				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	619479	CHEMBL1107755	B	Inhibition of GST-tagged JAK3 kinase	1	Scientific Literature				Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			50137	CHEMBL1154287	19762238	Bioorg. Med. Chem. Lett.	2009	19	20	5887
CHEMBL1093749	615922	CHEMBL1093749	615922		1	465.52	3.62	108.02	0	CNS(=O)(=O)c1ccc(cc1)c2cccc3ncc(nc23)c4cc(OC)c(OC)c(OC)c4	3247744	IC50	=	1300	nM	5.89				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	625436	CHEMBL1116985	B	Inhibition of recombinant GST tagged JAK3 protein after 60 mins using FITC-GGEEEEYFELVKKKK-NH2 substrate	1	Scientific Literature				Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			50722	CHEMBL1156975	20231096	Bioorg. Med. Chem. Lett.	2010	20	8	2609
CHEMBL1650952	1063070	CHEMBL1650952	1063070		5	374.29	4	61.96	0	Fc1ccc(c(c1)C2=C(C(=O)NC2=O)c3c[nH]c4ccccc34)C(F)(F)F	5146669	IC50	>	10000	nM					BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	701880	CHEMBL1657304	B	Inhibition of GST-tagged Jak3 expressed in insect cells using 18 uM ATP	1	Scientific Literature				Autocuration	BAO_0000219	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			54789	CHEMBL1649080	21155605	J. Med. Chem.	2011	54	1	284
CHEMBL1650955	1063073	CHEMBL1650955	1063073		9	468.43	3.1	85.51	0	FC(F)(F)c1ccc(cc1C2=C(C(=O)NC2=O)c3c[nH]c4ccccc34)N5CCN(CC5)C=O	5146672	IC50	=	36	nM	7.44				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	701880	CHEMBL1657304	B	Inhibition of GST-tagged Jak3 expressed in insect cells using 18 uM ATP	1	Scientific Literature				Autocuration	BAO_0000219	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			54789	CHEMBL1649080	21155605	J. Med. Chem.	2011	54	1	284
CHEMBL2376159	1557993	CHEMBL2376159	1557993		10	448.87	.9	132.07	0	C[C@@H](NC(=O)c1c[nH]c2ncc(nc12)c3cnc4cc(Cl)ccn34)C(=O)N5CC(C5)C#N	13282625	IC50	=	3.4	nM	8.47				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	957633	CHEMBL2378516	B	Inhibition of JAK3 (unknown origin) using [33gammaP]ATP and Biotin-KAIETDKEYYTVKD as substrate incubated for 10 mins prior to substrate addition measured after 30 mins by filtration assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein			73493	CHEMBL2375236	23540648	Bioorg. Med. Chem. Lett.	2013	23	9	2793
CHEMBL582808	579307	CHEMBL582808	579307		43	375.4	3.04	85.22	0	Nc1nn2cccnc2c1c3cc(ncn3)N4CCCC4c5ccc(F)cc5	2981489	IC50	=	86	nM	7.07				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	597288	CHEMBL1044319	B	Inhibition of JAK3 by radiometric assay	1	Scientific Literature				Intermediate	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			49045	CHEMBL1156132	19857967	Bioorg. Med. Chem. Lett.	2009	19	23	6529
CHEMBL261386	442127	CHEMBL261386	442127		1	363.77	3.95	57.78	0	Fc1ccc2c(c1)c3C(=O)NC=Cc3c4[nH]c(nc24)c5ccccc5Cl	6389945	IC50	=	77	nM	7.11				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	773750	CHEMBL1840116	B	Inhibition of JAK3	1	Scientific Literature				Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			59228	CHEMBL1833803	21942426	J. Med. Chem.	2011	54	20	7334
CHEMBL1938658	1273494	CHEMBL1938658	1273494		24	515.69	3.25	154.04	1	CC(C)(C)NS(=O)(=O)c1ccc(cc1)c2cc3c(N)ncc(C(=O)NCCN4CCCCC4)c3s2	8009881	IC50	>	25000	nM					BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	799686	CHEMBL1941392	B	Inhibition of TEL-fused JAK3 expressed in Ba/F3 cells assessed as inhibition of STAT5 phosphorylation after 60 mins by AlphaScreen assay	1	Scientific Literature				Autocuration	BAO_0000219	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			60779	CHEMBL1938231	22087750	J. Med. Chem.	2011	54	24	8440
CHEMBL213831	358073	CHEMBL213831	358073		35	607.63	4.39	120.51	1	CNc1ncc2cc(ccc2n1)c3cc(ccc3C)C(=O)Nc4cc(ccc4NC(=O)NCCN5CCOCC5)C(F)(F)F	1765239	IC50	=	722	nM	6.14				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	396626	CHEMBL853499	B	Inhibition of Jak3 by HTRF kinase assay	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein	Pkinase_Tyr	medium	31708	CHEMBL1149344	16970394	J. Med. Chem.	2006	49	19	5671
CHEMBL2062796	1356187	CHEMBL2062796	1356187		21	364.42	3.74	84.74	0	CS(=O)(=O)c1ccc(cc1)c2cccn3nc(Nc4ccccc4)nc23	10965898	IC50	=	95	nM	7.02				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	833042	CHEMBL2067181	B	Inhibition of human JAK3 expressed in baculovirus using biotinyl-amino-hexanoyl-EQEDEPEGDYFEWLE-amide as substrate preincubated for 1 hr measured after 20 mins by time resolved fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein	Pkinase_Tyr	medium	62806	CHEMBL2062471	22594690	J. Med. Chem.	2012	55	11	5243
CHEMBL2062788	1356179	CHEMBL2062788	1356179		13	211.22	.77	69.09	0	Nc1nc2c(cccn2n1)c3cccnc3	10965882	IC50	>	10000	nM					BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	833042	CHEMBL2067181	B	Inhibition of human JAK3 expressed in baculovirus using biotinyl-amino-hexanoyl-EQEDEPEGDYFEWLE-amide as substrate preincubated for 1 hr measured after 20 mins by time resolved fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein			62806	CHEMBL2062471	22594690	J. Med. Chem.	2012	55	11	5243
CHEMBL226471	378664	CHEMBL226471	378664		SGCV145, 11992146	307.32	3.02	57.78	0	Fc1ccccc1c2cc(ccn2)c3cc4C(=O)NCCc4[nH]3	13418843	IC50	=	501.19	nM	6.3				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	979937	CHEMBL2422670	B	Inhibition of JAK3 (unknown origin)	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein			74702	CHEMBL2417410	23937569	J. Med. Chem.	2013	56	17	6991
CHEMBL231821	394842	CHEMBL231821	394842		22e	488.33	4.03	76.25	0	OCC1Cn2c3ccc(C=O)cc3c4c5CNC(=O)c5c6c7cc(Br)ccc7n(C1)c6c24	1956288	IC50	=	15	nM	7.82				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	440843	CHEMBL889938	B	Inhibition of JAK3 expressed in Sf21 cells	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000219	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein	Pkinase_Tyr	medium	36214	CHEMBL1146279	17088059	Bioorg. Med. Chem. Lett.	2007	17	2	326
CHEMBL189963	319858	CHEMBL189963	319858	PALBOCICLIB	SGCV1170, PD0332991	447.53	2.8	103.35	0	CC(=O)C1=C(C)c2cnc(Nc3ccc(cn3)N4CCNCC4)nc2N(C5CCCC5)C1=O	13418821	IC50	=	63.1	nM	7.2				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	979937	CHEMBL2422670	B	Inhibition of JAK3 (unknown origin)	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein			74702	CHEMBL2417410	23937569	J. Med. Chem.	2013	56	17	6991
CHEMBL1287910	714301	CHEMBL1287910	714301		13	359.29	3.15	123.13	0	Nc1nc(Nc2cccc(c2)C(=O)O)nn1C(=O)c3c(F)cccc3F	3605051	IC50	>	10000	nM					BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	686111	CHEMBL1292867	B	Inhibition of human recombinant JAK3 by TR-FRET assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein			54135	CHEMBL1287810	21106455	Bioorg. Med. Chem. Lett.	2010	20	24	7454
CHEMBL3125667	1622274	CHEMBL3125667	1622274		22e	539.62	4.99	145.43	1	NS(=O)(=O)OCCn1cnc2c(Nc3ccc(F)cc3)nc(NCc4ccc(cc4)C5CCCCC5)nc12	13946514	IC50	=	10500	nM	4.98				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1296027	CHEMBL3131077	B	Inhibition of JAK3 (unknown origin) after 20 mins	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein			77079	CHEMBL3124828	23810672	Bioorg. Med. Chem.	2013	21	17	5618
CHEMBL2208031	1447681	CHEMBL2208031	1447681		10a	418.49	2.56	105.4	0	C[C@H](N)C(=O)Nc1ccc(cc1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2	12193926	IC50	=	298.3	nM	6.53				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	886511	CHEMBL2214786	B	Inhibition of JAK3	1	Scientific Literature				Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			67020	CHEMBL2203210	23127890	Bioorg. Med. Chem. Lett.	2012	22	24	7653
CHEMBL2325911	1520094	CHEMBL2325911	1520094		3m	313.35	.33	90.97	0	C[C@@H](NC(=O)c1c[nH]c2ncc(nc12)C3CC3)C(=O)N4CCC4	12649740	IC50	=	148	nM	6.83				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	939264	CHEMBL2327061	B	Inhibition of JAK3 (unknown origin)-mediated phosphorylation of Biotin-KAIETDKEYYTVKD incubated for 10 mins prior to substrate addition measured after 30 mins by scintillation counting analysis in presence of [gamma-33P]ATP	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein	Pkinase_Tyr	medium	72061	CHEMBL2321829	23214979	J. Med. Chem.	2013	56	1	345
CHEMBL376885	367848	CHEMBL376885	367848		22	420.9	4.13	75	0	CN1CCN(CC1)c2cc(Nc3ccccc3Cl)nc(n2)n4cnc5ccncc45	1807598	IC50	=	131	nM	6.88				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	424265	CHEMBL908417	B	Inhibition of JAK3	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein	Pkinase_Tyr	medium	34884	CHEMBL1139695	16934457	Bioorg. Med. Chem. Lett.	2006	16	21	5633
CHEMBL570668	579254	CHEMBL570668	579254		10	295.34	1.68	85.22	0	Nc1nn2cccnc2c1c3cc(ncn3)N4CCCCC4	2981457	IC50	=	460	nM	6.34				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	597288	CHEMBL1044319	B	Inhibition of JAK3 by radiometric assay	1	Scientific Literature				Intermediate	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			49045	CHEMBL1156132	19857967	Bioorg. Med. Chem. Lett.	2009	19	23	6529
CHEMBL570002	579280	CHEMBL570002	579280		7a	339.33	1.78	128.09	0	C[C@H](Nc1nc(Nc2cc(C)[nH]n2)cnc1C#N)c3ncc(F)cn3	2981384	IC50	=	5030	nM	5.3				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	597276	CHEMBL1043453	B	Inhibition of JAK3 using 5 mM ATP as a substrate	1	Scientific Literature				Intermediate	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			49044	CHEMBL1156131	19857966	Bioorg. Med. Chem. Lett.	2009	19	23	6524
CHEMBL1938650	1273486	CHEMBL1938650	1273486		15	297.37	2.84	96.25	0	CNC(=O)c1cnc(N)c2cc(sc12)c3ccc(C)cc3	8009757	IC50	=	545	nM	6.26				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	799679	CHEMBL1941385	B	Inhibition of human recombinant N-terminal GST-tagged JAK3 expressed in Sf9 cells using Biotin-LC-EQEDEPEGDYFEWLE as substrate after 90 mins by TR-FRET assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein	Pkinase_Tyr	medium	60779	CHEMBL1938231	22087750	J. Med. Chem.	2011	54	24	8440
CHEMBL2046883	1350299	CHEMBL2046883	1350299		20c	537.66	4.11	167.93	1	Cc1ccc(NC(=O)Nc2nnc(Sc3ncnc4cc(OCCCN5CCOCC5)ccc34)s2)cc1	10936279	IC50	>	10000	nM					BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	827008	CHEMBL2050072	B	Inhibition of human JAK3	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein			62435	CHEMBL2046280	22452518	J. Med. Chem.	2012	55	8	3852
CHEMBL2376436	1558273	CHEMBL2376436	1558273		12a	419.48	2.64	109	0	C[C@H](NC(=O)c1c[nH]c2ncc(Oc3ccc4CC[C@@H](NC(=O)C)c4c3)nc12)C5CC5	13284846	IC50	=	22	nM	7.66				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	957865	CHEMBL2378978	B	Inhibition of JAK3 (unknown origin) using Biotin-KAIETDKEYYTVKD as substrate and [33Pgamma]ATP incubated for 10 mins prior to substrate addition measured after 30 mins by Topcount analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein			73500	CHEMBL2375291	23541670	Bioorg. Med. Chem. Lett.	2013	23	9	2522
CHEMBL106961	172684	CHEMBL106961	172684		15	348.38	3.36	107.26	0	O=C(\C=C\1/C(=O)Nc2ccc(cc12)C(=O)c3cccs3)c4ccc[nH]4	601569	IC50	=	260	nM	6.59				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	91950	CHEMBL704113	B	Inhibitory activity against Janus Kinase 3 protein tyrosine kinase.	1	Scientific Literature				Expert	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			5767	CHEMBL1136217	12941344	Bioorg. Med. Chem. Lett.	2003	13	18	3105
CHEMBL383172	328533	CHEMBL383172	328533		3b	403.44	4.03	128.76	0	Cc1ccc(cc1Nc2ncnc(NC3CCCC3)c2C#N)C(=O)Nc4ccon4	1606833	IC50	>	50000	nM					BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	321172	CHEMBL882901	B	Inhibitory concentration against JAK3	1	Scientific Literature				Expert	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	6	Homologous protein complex			30204	CHEMBL1141103	16190753	J. Med. Chem.	2005	48	20	6261
CHEMBL321855	172977	CHEMBL321855	172977		10	331.39	4.09	74.41	0	O=C(c1ccc2NC(=O)\C(=C/c3ccccc3)\c2c1)c4cccs4	617952	IC50	=	2300	nM	5.64				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	91950	CHEMBL704113	B	Inhibitory activity against Janus Kinase 3 protein tyrosine kinase.	1	Scientific Literature				Expert	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			5767	CHEMBL1136217	12941344	Bioorg. Med. Chem. Lett.	2003	13	18	3105
CHEMBL1630802	1052989	CHEMBL1630802	1052989		18k	340.42	2.39	88.91	0	CC1CCN(CC1N(C)c2ncnc3[nH]ccc23)C(=O)C(C)(C)C#N	5109172	IC50	=	113	nM	6.95				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	695928	CHEMBL1641115	B	Inhibition of GST-tagged human JAK3 catalytic domain expressed in Sf9 cells by ELISA	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein	Pkinase_Tyr	medium	54253	CHEMBL1629452	21105711	J. Med. Chem.	2010	53	24	8468
CHEMBL1288062	714454	CHEMBL1288062	714454		23	369.35	3.52	112.13	0	CCOC(=O)c1cccc(Nc2nc(N)n(n2)C(=O)c3ccccc3F)c1	3605061	IC50	>	10000	nM					BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	686111	CHEMBL1292867	B	Inhibition of human recombinant JAK3 by TR-FRET assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein			54135	CHEMBL1287810	21106455	Bioorg. Med. Chem. Lett.	2010	20	24	7454
CHEMBL1630789	1052976	CHEMBL1630789	1052976		17b	385.49	2.44	118.28	0	C[C@@H]1CCN(C[C@@H]1N(C)c2ncnc3[nH]ccc23)C(=O)Nc4cc(C)ns4	5109129	IC50	=	26	nM	7.59				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	695928	CHEMBL1641115	B	Inhibition of GST-tagged human JAK3 catalytic domain expressed in Sf9 cells by ELISA	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein	Pkinase_Tyr	medium	54253	CHEMBL1629452	21105711	J. Med. Chem.	2010	53	24	8468
CHEMBL364623	312479	CHEMBL364623	312479		2	373.86	3.6	108.04	0	Cc1cc(Nc2ncc(s2)C(=O)Nc3c(C)cccc3Cl)nc(C)n1	1460072	IC50	=	6	nM	8.22				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	304689	CHEMBL827042	B	inhibitory activity against Janus kinase 3	1	Scientific Literature				Expert	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			20353	CHEMBL1138725	15546730	Bioorg. Med. Chem. Lett.	2004	14	24	6061
